StudentID,Age,Gender,County,Program,ProgramType,LearningMode,EducationLevel,EmploymentStatus,PaymentPlan,DeviceType,InternetQuality,PreviousCodingExperienceYears,WeeklyStudyHours,AttendanceRatePercent,AssignmentsSubmitted,AssignmentsLate,AverageQuizScore,AverageProjectScore,ForumPosts,MentorSessionsAttended,GitHubCommits,ProjectsCompleted,PreferredProgrammingLanguage,CareerGoal,AdmissionSource,ProjectCategory,MonthlyFeePaidKES,OutstandingBalanceKES,ScholarshipPercent,DaysSinceLastLogin,LoginFrequencyPerWeek,VideoLessonsWatched,LabCompletionRatePercent,PeerCollaborationScore,CommunicationScore,ProblemSolvingScore,ConfidenceLevel1To10,EngagementLevel,AttendanceStatus,DropoutRiskLevel,FinalClusterHint
STU-0092,29,Female,Mombasa,Full Stack JavaScript,Bootcamp,Online,Diploma,Student,Partial Scholarship,Desktop,Poor,1.3,16,82,17,2,64,60,11,2,27,2,JavaScript,Upskill current job,School Visit,AI Model,19496,52504,20,4,4,35,79,6,6,5,6,Medium,Consistent,Low,Career Switcher
STU-0093,32,Male,Kiambu,AI & Machine Learning,Diploma,Online,Diploma,Student,Installments,Laptop,Excellent,1.7,9,48,16,3,41,49,37,1,42,2,JavaScript,Academic research,WhatsApp,IoT Project,75794,32206,10,6,5,48,48,6,3,4,7,Medium,Irregular,Low,Casual Learner
STU-0094,24,Male,Kajiado,Full Stack JavaScript,Bootcamp,Online,Degree,Employed,Full Payment,Laptop,Good,2.2,10,27,9,5,31,58,4,3,20,2,C++,Get a tech job,Instagram,AI Model,9846,20154,0,14,4,49,42,3,2,5,8,Low,Irregular,High,Struggling Learner
STU-0095,40,Male,Nairobi,Data Science,Certificate,Physical,Postgraduate,Employed,Partial Scholarship,Laptop,Average,0.9,10,39,6,1,30,48,21,2,4,0,C++,Get a tech job,Google Search,Blockchain App,65465,6535,20,16,0,118,45,3,2,2,6,Medium,Irregular,High,Struggling Learner
STU-0096,36,Female,Mombasa,AI & Machine Learning,Diploma,Online,Degree,Employed,Partial Scholarship,Laptop,Good,1.3,16,76,5,11,68,69,0,6,45,1,Java,Get a tech job,Google Search,Design Prototype,8856,21144,0,1,5,16,71,10,8,6,2,High,Moderate,Low,Career Switcher
STU-0097,26,Female,Eldoret,Data Science,Certificate,Physical,Degree,Student,Installments,Laptop,Average,0.8,30,96,11,5,83,85,34,6,113,7,C++,Upskill current job,School Visit,Mobile App,78633,2367,10,0,7,101,99,4,9,7,7,High,Consistent,Low,High Performer
STU-0098,26,Male,Kajiado,Robotics,Diploma,Hybrid,High School,Employed,Full Payment,Desktop,Average,2.1,11,72,14,5,58,52,4,1,69,1,Python,Academic research,School Visit,IoT Project,75296,5704,10,7,3,54,69,7,9,6,5,Medium,Moderate,Medium,Career Switcher
STU-0099,20,Female,Mombasa,Cloud Computing,Certificate,Online,High School,Student,Installments,Laptop,Average,0.2,7,56,16,2,50,22,44,3,11,1,Kotlin,Get a tech job,Event,Mobile App,23297,36703,0,19,1,11,44,5,6,2,6,Medium,Moderate,Medium,Struggling Learner
STU-0100,26,Female,Machakos,AI & Machine Learning,Diploma,Online,Postgraduate,Student,Full Payment,Laptop,Good,1.2,12,68,5,5,43,61,12,14,55,2,Java,Freelance,Event,Data Dashboard,22468,7532,0,5,3,111,60,1,4,4,8,Medium,Moderate,Low,Casual Learner
STU-0101,29,Male,Kakamega,UI/UX Design,Certificate,Online,Degree,Unemployed,Installments,Laptop,Excellent,0.4,24,84,19,0,84,78,41,3,143,3,Dart,Get a tech job,TikTok,AI Model,52519,22481,0,1,14,91,77,5,7,7,1,High,Consistent,Low,High Performer
STU-0102,42,Female,Kisii,Blockchain Development,Bootcamp,Hybrid,Degree,Unemployed,Partial Scholarship,Smartphone,Average,0.8,19,86,17,2,71,89,19,10,80,6,C++,Freelance,TikTok,Mobile App,42462,17538,0,1,3,18,92,2,6,9,6,Very High,Consistent,Medium,Practical Builder
STU-0103,41,Male,Nairobi,UI/UX Design,Certificate,Hybrid,Postgraduate,Self-employed,Installments,Desktop,Good,2.6,7,27,10,10,32,41,35,2,14,2,C++,Get a tech job,TikTok,AI Model,28811,2688,30,24,3,42,27,8,3,4,9,Medium,Irregular,High,Struggling Learner
STU-0104,40,Female,Kajiado,Cybersecurity,Certificate,Hybrid,Degree,Self-employed,Installments,Laptop,Excellent,1.5,10,62,6,13,24,50,9,2,12,2,Python,Upskill current job,Instagram,Blockchain App,22749,7251,50,10,3,30,56,7,10,5,3,Medium,Moderate,High,Struggling Learner
STU-0105,27,Male,Nairobi,AI & Machine Learning,Diploma,Physical,Diploma,Employed,Installments,Laptop,Good,1.6,7,50,3,10,47,50,33,3,24,0,Dart,Freelance,TikTok,Web App,21420,23580,0,8,4,7,40,4,4,5,5,Low,Irregular,High,Struggling Learner
STU-0106,26,Female,Eldoret,Software Engineering,Diploma,Hybrid,Degree,Unemployed,Partial Scholarship,Smartphone,Average,0.8,13,72,5,5,60,75,7,5,17,2,Python,Get a tech job,WhatsApp,Web App,5079,15921,30,4,7,96,64,7,5,5,10,Medium,Moderate,Low,Career Switcher
STU-0107,31,Female,Kiambu,Cloud Computing,Certificate,Physical,Postgraduate,Employed,Full Payment,Desktop,Poor,0.9,10,63,8,12,28,46,6,7,6,2,Python,Academic research,Google Search,Mobile App,43313,64687,10,30,4,30,63,4,5,3,6,Low,Moderate,High,Struggling Learner
STU-0108,27,Male,Nairobi,Robotics,Diploma,Online,High School,Student,Partial Scholarship,Desktop,Poor,1.8,32,84,15,3,98,81,3,1,110,8,Python,Get a tech job,Event,Mobile App,13047,39453,30,1,12,109,78,1,5,9,6,Very High,Consistent,Low,High Performer
STU-0109,27,Female,Eldoret,AI & Machine Learning,Diploma,Hybrid,Degree,Student,Installments,Laptop,Poor,0.2,19,90,18,2,76,60,30,12,29,2,C++,Build startup,Google Search,Data Dashboard,79487,10513,0,1,8,77,79,3,10,8,6,Medium,Consistent,Low,Career Switcher
STU-0110,30,Female,Nairobi,Data Science,Certificate,Online,Degree,Student,Sponsored,Desktop,Good,2.4,10,39,12,7,41,53,22,10,33,2,Kotlin,Upskill current job,Event,Mobile App,69567,50433,0,29,4,91,48,3,9,3,1,Low,Irregular,High,Struggling Learner
STU-0111,41,Female,Machakos,Data Science,Certificate,Online,Degree,Student,Installments,Laptop,Average,1.7,10,53,16,3,25,51,2,8,28,1,Kotlin,Freelance,Instagram,Design Prototype,63576,26424,0,10,3,75,42,2,10,4,9,Low,Irregular,Medium,Struggling Learner
STU-0112,24,Female,Machakos,Software Engineering,Diploma,Physical,Postgraduate,Self-employed,Sponsored,Laptop,Good,1.0,20,76,14,1,81,90,45,11,132,4,Kotlin,Build startup,WhatsApp,AI Model,7259,7741,50,5,4,97,86,2,5,8,4,Medium,Moderate,Low,Practical Builder
STU-0113,41,Female,Nairobi,Data Science,Certificate,Hybrid,High School,Unemployed,Installments,Laptop,Good,1.6,12,72,17,2,70,74,32,14,37,2,JavaScript,Build startup,Google Search,IoT Project,32095,27905,0,8,6,54,76,10,4,8,7,Low,Moderate,Low,Casual Learner
STU-0114,26,Female,Kisii,UI/UX Design,Certificate,Hybrid,Diploma,Employed,Full Payment,Desktop,Good,1.5,10,71,13,6,82,84,0,8,56,1,JavaScript,Freelance,WhatsApp,AI Model,35444,9556,0,6,6,18,68,7,3,7,1,High,Moderate,Medium,Career Switcher
STU-0115,18,Female,Kisumu,AI & Machine Learning,Diploma,Hybrid,High School,Self-employed,Partial Scholarship,Laptop,Excellent,1.3,12,69,18,2,55,61,20,8,55,3,Java,Academic research,School Visit,Blockchain App,63261,20739,30,4,4,11,55,5,4,7,4,Medium,Moderate,Medium,Casual Learner
STU-0116,23,Male,Nakuru,Blockchain Development,Bootcamp,Physical,High School,Employed,Partial Scholarship,Desktop,Poor,0,24,99,17,1,83,82,2,2,86,7,C++,Freelance,School Visit,Mobile App,32714,39286,20,2,5,46,99,1,10,9,8,Very High,Consistent,Low,High Performer
STU-0117,33,Male,Meru,AI & Machine Learning,Diploma,Online,Postgraduate,Student,Installments,Smartphone,Good,0.9,17,90,16,2,85,50,24,14,29,3,Dart,Academic research,Google Search,Data Dashboard,36221,8779,50,8,3,106,63,7,5,7,1,Medium,Consistent,Low,Career Switcher
STU-0118,26,Male,Machakos,Software Engineering,Diploma,Physical,High School,Employed,Partial Scholarship,Desktop,Good,2.5,7,58,5,14,67,71,45,5,11,2,JavaScript,Freelance,Google Search,Data Dashboard,57484,32516,0,16,6,9,57,2,1,6,5,Low,Moderate,Low,Casual Learner
STU-0119,37,Female,Kajiado,Robotics,Diploma,Online,Postgraduate,Student,Installments,Laptop,Good,1.6,5,67,12,0,72,48,30,2,23,3,C++,Freelance,Referral,IoT Project,37965,4035,30,5,3,73,54,3,7,7,3,Medium,Moderate,Medium,Casual Learner
STU-0120,21,Male,Nairobi,UI/UX Design,Certificate,Online,Postgraduate,Student,Installments,Desktop,Excellent,0,23,85,9,1,82,86,11,10,48,3,Java,Get a tech job,TikTok,Blockchain App,21627,8373,0,2,6,107,93,1,9,10,9,Very High,Consistent,Medium,Practical Builder
STU-0121,32,Female,Machakos,Blockchain Development,Bootcamp,Online,Diploma,Student,Installments,Laptop,Average,0.3,13,54,19,0,63,70,45,11,25,4,Java,Upskill current job,School Visit,Web App,35677,31823,10,8,1,87,65,5,6,6,6,Medium,Irregular,Low,Casual Learner
STU-0122,37,Male,Nakuru,AI & Machine Learning,Diploma,Hybrid,Diploma,Employed,Installments,Smartphone,Poor,1.6,16,98,18,2,95,78,30,10,148,7,Kotlin,Academic research,School Visit,Web App,23840,36160,50,1,5,104,82,6,7,8,10,Very High,Consistent,Low,High Performer
STU-0123,28,Male,Kakamega,Cloud Computing,Certificate,Online,Diploma,Employed,Installments,Laptop,Excellent,0,11,67,10,0,42,52,42,3,53,4,C++,Academic research,WhatsApp,Design Prototype,8934,12066,30,10,1,71,61,7,8,6,1,Medium,Moderate,Medium,Casual Learner
STU-0124,40,Female,Nyeri,Mobile App Development,Certificate,Physical,Diploma,Unemployed,Installments,Laptop,Good,0,16,76,19,1,74,64,38,0,81,4,JavaScript,Build startup,TikTok,AI Model,24487,38512,30,6,8,69,64,8,3,6,2,High,Moderate,Medium,Career Switcher
STU-0125,39,Male,Kakamega,Blockchain Development,Bootcamp,Online,Degree,Student,Installments,Laptop,Average,2.9,17,86,7,2,93,96,16,14,86,4,Kotlin,Upskill current job,TikTok,Mobile App,15954,14046,0,0,14,28,97,7,10,8,5,High,Consistent,Low,High Performer
STU-0126,36,Male,Nyeri,Cloud Computing,Certificate,Hybrid,Diploma,Self-employed,Full Payment,Desktop,Excellent,3.7,5,59,7,2,64,57,30,14,13,1,Dart,Academic research,Event,Web App,13690,38810,30,3,2,83,67,1,9,5,2,Medium,Moderate,Low,Casual Learner
STU-0127,33,Female,Machakos,Cloud Computing,Certificate,Hybrid,Postgraduate,Employed,Partial Scholarship,Laptop,Good,0.0,21,66,16,4,77,58,26,4,47,4,C++,Freelance,Google Search,AI Model,19071,7929,10,4,8,29,52,1,10,5,9,Medium,Moderate,Medium,Career Switcher
STU-0128,21,Female,Kakamega,Data Science,Certificate,Physical,Degree,Unemployed,Installments,Laptop,Excellent,3.5,16,78,12,4,72,95,36,5,101,5,Dart,Upskill current job,Event,AI Model,28228,91772,0,2,8,104,89,3,2,8,8,Very High,Moderate,Medium,Practical Builder
STU-0129,36,Male,Mombasa,UI/UX Design,Certificate,Physical,High School,Student,Partial Scholarship,Laptop,Good,2.4,11,88,17,0,67,82,12,13,108,7,Dart,Build startup,WhatsApp,Web App,53545,18455,20,4,3,89,91,5,4,6,10,Medium,Consistent,Medium,Practical Builder
STU-0130,24,Male,Mombasa,Full Stack JavaScript,Bootcamp,Online,Degree,Unemployed,Installments,Laptop,Good,2.1,2,30,11,7,55,38,25,9,35,2,Python,Academic research,Instagram,IoT Project,9602,14398,20,18,2,5,32,3,7,3,9,Medium,Irregular,Medium,Struggling Learner
STU-0131,25,Female,Kajiado,Blockchain Development,Bootcamp,Physical,Diploma,Self-employed,Partial Scholarship,Laptop,Average,1.2,18,94,19,1,95,85,15,4,103,5,Dart,Freelance,TikTok,Blockchain App,20146,39854,0,3,10,16,92,6,2,9,8,High,Consistent,Low,High Performer
STU-0132,32,Male,Kisumu,Cybersecurity,Certificate,Hybrid,Degree,Employed,Full Payment,Tablet,Good,1.3,13,68,17,2,57,91,31,14,114,5,Dart,Build startup,Referral,IoT Project,18294,35706,10,0,3,117,87,5,8,7,9,High,Moderate,Medium,Practical Builder
STU-0133,32,Male,Meru,Cloud Computing,Certificate,Online,Diploma,Unemployed,Partial Scholarship,Desktop,Average,1.4,13,75,14,4,66,89,21,5,140,4,Kotlin,Build startup,School Visit,Mobile App,14715,15285,50,2,7,28,87,7,4,9,6,Medium,Moderate,Medium,Practical Builder
STU-0134,38,Male,Kiambu,Blockchain Development,Bootcamp,Hybrid,Diploma,Unemployed,Partial Scholarship,Laptop,Good,1.3,11,45,6,6,51,58,6,11,36,2,Java,Freelance,School Visit,IoT Project,22809,29691,30,13,4,25,43,4,5,7,2,Medium,Irregular,Medium,Casual Learner
STU-0135,28,Male,Kajiado,Mobile App Development,Certificate,Online,Diploma,Employed,Partial Scholarship,Laptop,Average,0,2,49,5,2,38,49,10,5,9,0,Kotlin,Freelance,WhatsApp,IoT Project,41100,66900,10,27,2,34,49,6,5,5,10,Medium,Irregular,High,Struggling Learner
STU-0136,31,Female,Mombasa,UI/UX Design,Certificate,Online,High School,Employed,Sponsored,Desktop,Excellent,1.3,5,58,16,4,50,57,5,1,11,1,Kotlin,Build startup,TikTok,IoT Project,34962,10038,0,5,4,38,67,3,2,7,5,Low,Moderate,Low,Casual Learner
STU-0137,17,Male,Kakamega,AI & Machine Learning,Diploma,Physical,Degree,Unemployed,Installments,Smartphone,Excellent,0.8,16,71,16,1,79,86,5,7,70,5,JavaScript,Freelance,Instagram,Data Dashboard,17844,12156,0,9,4,44,80,7,5,8,5,High,Moderate,Medium,Career Switcher
STU-0138,17,Female,Eldoret,UI/UX Design,Certificate,Online,Postgraduate,Self-employed,Installments,Desktop,Good,1.3,23,77,11,6,62,75,40,3,121,7,JavaScript,Freelance,Referral,Blockchain App,4684,17816,50,6,9,71,85,5,5,7,7,Medium,Moderate,Medium,Practical Builder
STU-0139,36,Female,Nakuru,Robotics,Diploma,Hybrid,Postgraduate,Employed,Installments,Laptop,Excellent,5.2,14,87,9,5,69,93,26,4,31,3,JavaScript,Get a tech job,Instagram,Design Prototype,11819,3181,50,1,5,105,95,6,8,7,6,Medium,Consistent,Medium,Practical Builder
STU-0140,19,Female,Mombasa,Cloud Computing,Certificate,Online,Degree,Unemployed,Partial Scholarship,Laptop,Good,2.0,24,72,18,1,78,71,20,2,55,5,Java,Get a tech job,Event,Blockchain App,21209,31291,30,1,6,85,62,9,9,6,5,High,Moderate,Medium,Practical Builder
STU-0141,20,Male,Kakamega,Cybersecurity,Certificate,Physical,High School,Employed,Sponsored,Laptop,Average,1.7,11,54,6,0,63,69,22,10,10,2,Java,Upskill current job,WhatsApp,Mobile App,39373,8627,20,8,4,24,68,2,3,8,4,Low,Irregular,Medium,Casual Learner
STU-0142,39,Female,Machakos,Software Engineering,Diploma,Hybrid,Degree,Student,Installments,Laptop,Average,5.2,7,56,15,1,62,55,28,4,51,4,JavaScript,Get a tech job,School Visit,Design Prototype,45329,50671,20,11,5,109,53,9,6,7,1,Low,Moderate,Low,Casual Learner
STU-0143,41,Male,Machakos,Full Stack JavaScript,Bootcamp,Hybrid,Postgraduate,Employed,Installments,Laptop,Good,0.6,5,51,20,0,44,46,6,0,58,2,Python,Get a tech job,TikTok,Blockchain App,39903,20097,0,8,1,78,50,8,9,5,1,Low,Irregular,Low,Casual Learner
STU-0144,19,Female,Kakamega,Robotics,Diploma,Online,Postgraduate,Self-employed,Sponsored,Laptop,Good,0.7,2,44,9,8,24,33,42,3,33,0,Kotlin,Upskill current job,Referral,Mobile App,43609,52391,20,10,1,77,48,3,9,4,2,Medium,Irregular,Medium,Struggling Learner
STU-0145,34,Female,Meru,AI & Machine Learning,Diploma,Online,Diploma,Unemployed,Partial Scholarship,Smartphone,Good,4.2,7,45,17,3,35,56,25,0,34,0,JavaScript,Build startup,Event,AI Model,7001,37999,0,19,4,97,41,5,10,3,9,Medium,Irregular,High,Struggling Learner
STU-0146,41,Female,Meru,Software Engineering,Diploma,Physical,Diploma,Student,Full Payment,Laptop,Poor,1.4,17,72,15,3,63,95,11,7,68,2,Python,Get a tech job,Event,AI Model,38390,21610,50,6,6,110,91,2,10,8,1,Very High,Moderate,Low,Practical Builder
STU-0147,30,Female,Kiambu,Full Stack JavaScript,Bootcamp,Hybrid,Diploma,Student,Installments,Laptop,Poor,0.3,6,57,12,6,34,29,18,12,3,2,Kotlin,Freelance,Referral,Data Dashboard,12090,50909,30,30,3,55,37,3,6,2,8,Medium,Moderate,Medium,Struggling Learner
STU-0148,30,Male,Mombasa,UI/UX Design,Certificate,Physical,Diploma,Unemployed,Installments,Laptop,Good,1.3,16,75,17,3,65,54,27,5,49,4,Kotlin,Academic research,TikTok,Data Dashboard,30320,14680,0,6,7,49,60,6,6,4,5,Medium,Moderate,Low,Career Switcher
STU-0149,24,Male,Kakamega,Software Engineering,Diploma,Physical,High School,Student,Sponsored,Laptop,Good,3.1,20,87,19,0,80,73,13,8,69,5,Dart,Get a tech job,Instagram,Mobile App,55208,4792,20,7,3,71,78,9,8,7,1,High,Consistent,Low,Practical Builder
STU-0150,26,Male,Kisii,Software Engineering,Diploma,Physical,High School,Unemployed,Installments,Laptop,Average,3.6,21,68,15,3,55,79,38,8,141,7,Dart,Freelance,Instagram,Data Dashboard,22054,97946,0,6,6,16,69,4,9,8,9,High,Moderate,Low,Practical Builder
STU-0151,40,Male,Nairobi,Cloud Computing,Certificate,Online,Degree,Self-employed,Installments,Laptop,Excellent,0,10,46,17,3,57,52,33,10,14,3,Dart,Freelance,Google Search,IoT Project,39485,1015,10,15,6,83,59,4,7,5,10,Low,Irregular,Low,Casual Learner
STU-0152,23,Male,Nyeri,AI & Machine Learning,Diploma,Physical,Diploma,Employed,Installments,Desktop,Good,1.5,20,100,12,0,80,88,20,14,62,7,Python,Academic research,School Visit,AI Model,11781,33219,0,0,7,57,97,5,8,9,3,Very High,Consistent,Low,High Performer
STU-0153,35,Male,Nyeri,Blockchain Development,Bootcamp,Online,High School,Self-employed,Full Payment,Desktop,Poor,2.4,6,69,5,8,71,60,26,3,13,2,Kotlin,Build startup,Google Search,Data Dashboard,59509,21491,10,9,2,100,60,4,2,6,8,Low,Moderate,Medium,Casual Learner
STU-0154,36,Female,Kisii,Software Engineering,Diploma,Online,High School,Student,Installments,Tablet,Poor,0.2,16,85,14,2,52,85,18,7,64,5,Kotlin,Get a tech job,WhatsApp,IoT Project,34644,5856,10,1,3,26,88,5,10,5,9,High,Consistent,Medium,Career Switcher
STU-0155,22,Male,Kajiado,Data Science,Certificate,Physical,Postgraduate,Student,Full Payment,Laptop,Good,2.0,15,87,10,6,78,73,35,6,41,2,Python,Upskill current job,Instagram,AI Model,36170,8830,0,7,8,10,75,6,10,7,3,Medium,Consistent,Medium,Practical Builder
STU-0156,26,Male,Kiambu,Robotics,Diploma,Hybrid,Diploma,Student,Installments,Laptop,Average,3.0,16,60,9,9,81,65,38,0,42,5,Java,Get a tech job,TikTok,Design Prototype,8856,36144,0,8,5,36,70,5,10,7,1,High,Moderate,Medium,Career Switcher
STU-0157,38,Female,Machakos,Software Engineering,Diploma,Hybrid,High School,Student,Installments,Laptop,Good,0,12,56,11,6,69,68,4,12,42,3,Java,Academic research,Google Search,IoT Project,18490,2510,30,4,1,59,69,2,5,8,3,Medium,Moderate,Medium,Casual Learner
STU-0158,39,Male,Nyeri,Cybersecurity,Certificate,Online,High School,Unemployed,Sponsored,Laptop,Good,0.1,10,65,13,2,56,61,39,3,41,3,C++,Build startup,Event,IoT Project,43429,9071,30,7,5,95,62,4,1,4,1,Medium,Moderate,Medium,Casual Learner
STU-0159,30,Male,Machakos,Cloud Computing,Certificate,Online,Diploma,Student,Installments,Desktop,Average,2.6,1,32,11,5,41,41,21,14,25,2,Dart,Freelance,Google Search,Design Prototype,17058,14441,30,25,4,91,41,8,1,4,8,Low,Irregular,Medium,Struggling Learner
STU-0160,40,Male,Meru,Cloud Computing,Certificate,Online,Degree,Student,Full Payment,Desktop,Good,2.0,13,64,8,9,59,67,7,13,18,3,Java,Upskill current job,Event,AI Model,24178,2822,10,7,7,105,65,6,1,7,7,Medium,Moderate,Medium,Career Switcher
STU-0161,33,Female,Mombasa,Cybersecurity,Certificate,Online,High School,Employed,Partial Scholarship,Laptop,Poor,0,25,88,10,0,82,86,29,6,69,4,Python,Freelance,Google Search,Web App,39308,20692,50,2,4,96,93,2,1,9,1,Very High,Consistent,Low,Practical Builder
STU-0162,33,Female,Nairobi,Data Science,Certificate,Physical,Degree,Employed,Installments,Laptop,Average,1.7,24,86,9,8,58,78,22,8,49,3,Java,Academic research,Google Search,Web App,20138,9862,0,4,4,45,80,3,5,6,3,Medium,Consistent,Low,Practical Builder
STU-0163,17,Female,Kakamega,AI & Machine Learning,Diploma,Online,Postgraduate,Student,Full Payment,Laptop,Good,3.0,11,67,19,0,59,55,29,4,57,2,Kotlin,Build startup,WhatsApp,Blockchain App,83333,6667,0,5,4,92,65,8,4,5,3,Low,Moderate,Low,Casual Learner
STU-0164,42,Female,Eldoret,Full Stack JavaScript,Bootcamp,Physical,High School,Unemployed,Full Payment,Laptop,Good,0.3,21,84,14,4,73,74,29,6,95,2,Java,Build startup,Event,Blockchain App,19287,21213,10,6,4,80,82,4,10,7,9,High,Consistent,Low,Practical Builder
STU-0165,30,Female,Nyeri,Blockchain Development,Bootcamp,Hybrid,Diploma,Employed,Installments,Laptop,Excellent,0.1,11,65,17,2,46,71,31,10,33,2,JavaScript,Build startup,Google Search,IoT Project,9009,50991,50,12,4,89,59,2,4,5,10,Low,Moderate,Low,Casual Learner
STU-0166,29,Female,Kisumu,Mobile App Development,Certificate,Online,Degree,Self-employed,Installments,Smartphone,Average,0.8,14,82,8,5,55,87,35,0,16,5,Kotlin,Freelance,WhatsApp,Data Dashboard,30248,10252,10,9,5,5,92,6,2,8,1,Medium,Consistent,Medium,Career Switcher
STU-0167,29,Female,Meru,Cloud Computing,Certificate,Online,Diploma,Unemployed,Full Payment,Laptop,Good,0.6,14,69,9,1,55,72,8,10,112,2,Dart,Upskill current job,Google Search,AI Model,23611,16889,10,2,10,108,73,8,10,8,10,Very High,Moderate,Medium,Practical Builder
STU-0168,22,Female,Nyeri,Cybersecurity,Certificate,Online,Postgraduate,Employed,Sponsored,Laptop,Excellent,2.6,1,27,19,0,50,43,33,14,7,2,Java,Academic research,Event,Web App,60397,29603,0,22,0,83,27,4,8,3,9,Low,Irregular,High,Struggling Learner
STU-0169,31,Female,Nyeri,Robotics,Diploma,Hybrid,Postgraduate,Self-employed,Partial Scholarship,Desktop,Average,4.6,13,61,14,3,43,65,5,2,35,2,Python,Get a tech job,School Visit,Mobile App,52750,7250,0,4,6,69,55,5,5,5,10,Medium,Moderate,Low,Casual Learner
STU-0170,40,Male,Kakamega,Blockchain Development,Bootcamp,Physical,Diploma,Self-employed,Sponsored,Laptop,Average,2.2,1,46,9,3,25,29,36,11,9,1,Java,Upskill current job,WhatsApp,Design Prototype,19801,20699,10,20,3,112,38,1,5,1,1,Low,Irregular,High,Struggling Learner
STU-0171,24,Female,Kakamega,UI/UX Design,Certificate,Hybrid,Postgraduate,Self-employed,Full Payment,Smartphone,Poor,2.9,12,47,10,4,46,74,6,4,39,3,C++,Build startup,Instagram,IoT Project,15724,20276,20,16,5,88,69,7,8,6,10,Medium,Irregular,Medium,Casual Learner
STU-0172,38,Male,Kiambu,Software Engineering,Diploma,Online,High School,Student,Installments,Laptop,Good,0.8,11,65,10,9,74,72,8,6,37,6,Python,Upskill current job,Instagram,Design Prototype,38415,15585,10,3,4,89,76,3,2,7,5,Very High,Moderate,Low,Practical Builder
STU-0173,39,Female,Nakuru,Cloud Computing,Certificate,Online,High School,Self-employed,Sponsored,Laptop,Average,4.7,24,67,16,3,70,76,13,9,108,5,Java,Upskill current job,Referral,Data Dashboard,19069,10931,0,2,10,87,64,8,5,6,1,Medium,Moderate,Low,Practical Builder
STU-0174,37,Male,Nairobi,AI & Machine Learning,Diploma,Hybrid,Degree,Employed,Sponsored,Smartphone,Good,2.8,8,55,8,9,47,45,34,14,4,2,Java,Get a tech job,Event,Data Dashboard,42016,5984,20,14,0,50,50,5,7,3,2,Medium,Moderate,High,Struggling Learner
STU-0175,37,Male,Mombasa,Mobile App Development,Certificate,Physical,Postgraduate,Employed,Installments,Laptop,Poor,0.9,15,72,6,12,58,52,34,10,39,1,C++,Get a tech job,Google Search,Web App,26223,33777,0,10,3,44,67,9,8,4,1,High,Moderate,Medium,Career Switcher
STU-0176,42,Female,Kakamega,Cybersecurity,Certificate,Hybrid,Diploma,Employed,Partial Scholarship,Laptop,Poor,0.0,11,47,8,7,55,67,39,2,46,2,Python,Build startup,Google Search,AI Model,30297,14703,50,3,2,111,65,2,2,5,8,Low,Irregular,Medium,Casual Learner
STU-0177,27,Male,Kakamega,Cloud Computing,Certificate,Physical,Diploma,Self-employed,Partial Scholarship,Desktop,Good,0.4,20,95,11,1,80,89,40,9,87,6,C++,Academic research,Instagram,Data Dashboard,28116,1884,0,1,14,53,87,1,8,7,1,High,Consistent,Low,High Performer
STU-0178,39,Male,Kisumu,Robotics,Diploma,Online,Degree,Unemployed,Installments,Smartphone,Good,0.8,21,97,11,1,94,80,33,1,122,5,Python,Build startup,Referral,Design Prototype,27458,56542,30,3,5,84,90,9,9,8,8,High,Consistent,Low,High Performer
STU-0179,38,Female,Eldoret,AI & Machine Learning,Diploma,Online,High School,Student,Installments,Laptop,Average,0.2,4,51,7,3,43,74,28,9,39,2,JavaScript,Upskill current job,Event,Mobile App,10308,19692,0,8,1,79,62,7,4,6,4,Medium,Irregular,Low,Casual Learner
STU-0180,24,Male,Eldoret,Cloud Computing,Certificate,Physical,High School,Unemployed,Full Payment,Smartphone,Average,3.7,14,79,7,11,78,76,36,0,110,4,Java,Academic research,TikTok,Design Prototype,9945,12555,50,4,6,40,71,2,8,9,7,High,Moderate,Low,Practical Builder
STU-0181,22,Male,Kiambu,Blockchain Development,Bootcamp,Physical,Postgraduate,Employed,Installments,Tablet,Average,1.2,20,78,9,7,73,77,32,0,144,6,Python,Upskill current job,TikTok,Mobile App,16547,58453,0,2,3,59,84,7,8,6,8,High,Moderate,Low,Practical Builder
STU-0182,26,Male,Kakamega,Full Stack JavaScript,Bootcamp,Hybrid,High School,Unemployed,Installments,Laptop,Average,0,10,26,5,2,49,49,24,14,8,2,Dart,Academic research,Event,Mobile App,40075,1925,30,19,1,93,38,9,1,5,7,Medium,Irregular,High,Struggling Learner
STU-0183,36,Female,Kisii,Data Science,Certificate,Hybrid,Degree,Student,Full Payment,Laptop,Good,0.9,2,60,10,5,33,28,22,14,21,0,Dart,Academic research,Event,Web App,32072,27928,0,24,0,39,50,7,5,2,2,Medium,Moderate,Medium,Struggling Learner
STU-0184,39,Female,Eldoret,Robotics,Diploma,Physical,High School,Employed,Partial Scholarship,Laptop,Poor,2.1,12,64,20,0,56,60,18,6,50,1,Java,Build startup,Referral,Web App,36644,15856,30,3,5,92,69,3,8,6,7,Medium,Moderate,Low,Career Switcher
STU-0185,33,Female,Kajiado,Cybersecurity,Certificate,Physical,Degree,Unemployed,Installments,Desktop,Good,0.4,25,87,13,4,83,85,29,2,168,5,JavaScript,Build startup,TikTok,Web App,77196,6804,30,2,5,84,81,9,5,8,3,High,Consistent,Low,High Performer
